Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
471;Rajon Rondo;PG;35;CLE;3;0;21.7;3.3;8;0.417;2;4.7;0.429;1.3;3.3;0.4;0.542;1.7;2;0.833;0.3;3.7;4;4.7;1;0;2.3;2;10.3
472;Derrick Rose;PG;33;NYK;26;4;24.5;4.7;10.5;0.445;1.4;3.5;0.402;3.3;7;0.467;0.513;1.2;1.2;0.968;0.8;2.2;3;4;0.8;0.5;1.5;0.6;12
473;Terrence Ross;SG;30;ORL;39;0;25.4;4;9.8;0.406;1.4;4.5;0.31;2.6;5.4;0.486;0.477;2.3;2.7;0.867;0.4;2.4;2.7;2.1;0.5;0.2;1.4;1.3;11.7
474;Terry Rozier;SG;27;CHO;37;37;32.7;6.9;15.7;0.439;3.1;8;0.38;3.8;7.7;0.5;0.536;1.9;2.4;0.818;0.7;3.4;4.1;3.9;1.1;0.4;1.1;1.4;18.8
475;Ricky Rubio;PG;31;CLE;34;8;28.5;4.4;12.1;0.363;1.7;5.1;0.339;2.6;7;0.38;0.434;2.6;3;0.854;0.4;3.7;4.1;6.6;1.4;0.2;2.6;2.2;13.1
476;D'Angelo Russell;PG;25;MIN;35;35;32.5;6.6;16.1;0.408;3.1;8.6;0.354;3.5;7.5;0.469;0.503;2.7;3.4;0.805;0.3;3.3;3.6;7;1;0.5;2.7;2.2;18.9
477;Domantas Sabonis;C;25;IND;44;43;34.9;7;12.2;0.577;0.8;2.4;0.327;6.3;9.8;0.637;0.609;4.1;5.5;0.744;3.2;8.7;11.9;4.9;1;0.4;3;3.1;19
478;Olivier Sarr;C;22;OKC;2;0;7;0.5;1.5;0.333;0;0.5;0;0.5;1;0.5;0.333;1;1;1;0;2.5;2.5;0;0;1;0;0.5;2
479;Tomá Satoransk?;SG;30;NOP;31;3;14.9;1;3.3;0.311;0.2;1;0.167;0.9;2.4;0.37;0.335;0.6;0.8;0.76;0.6;1.5;2;2.3;0.5;0;0.7;1;2.8
480;Jordan Schakel;SG;23;WAS;2;0;7;0;3;0;0;1.5;0;0;1.5;0;0;0;0;0;1;0.5;1.5;0;0;0;0;0;0
481;Admiral Schofield;SF;24;ORL;15;1;12.6;1.5;2.8;0.524;0.5;1.4;0.333;1;1.4;0.714;0.607;0.1;0.2;0.667;0.4;2.3;2.7;0.7;0.1;0.2;0.6;1.5;3.5
482;Dennis Schröder;SG;28;BOS;40;25;31.7;5.8;13;0.443;1.5;4.3;0.359;4.3;8.8;0.484;0.502;2.8;3.3;0.85;0.6;2.9;3.5;4.7;1;0.1;2.2;2.5;15.9
483;Tre Scott;SF;25;CLE;2;0;5.5;1.5;3;0.5;0;0.5;0;1.5;2.5;0.6;0.5;0;0;0;0.5;0.5;1;0;0.5;0.5;0;1;3
484;Jay Scrubb;SG;21;LAC;14;0;6.8;1.1;2.9;0.375;0.4;1.4;0.263;0.7;1.5;0.476;0.438;0.3;0.5;0.571;0.1;0.6;0.8;0.5;0.2;0.2;0.4;0.4;2.8
485;Wayne Selden;SG;27;NYK;3;0;6.3;0.3;1.3;0.25;0.3;0.7;0.5;0;0.7;0;0.375;0.7;1.3;0.5;0;0.3;0.3;0.3;0;0;0;0.3;1.7
486;Alperen Þengün;C;19;HOU;39;2;18;3.1;6.2;0.494;0.3;1.2;0.289;2.7;5.1;0.54;0.521;2.3;3.3;0.701;1.7;2.9;4.6;2.6;0.8;0.8;2;2.9;8.8
487;Collin Sexton;SG;23;CLE;11;11;28.7;6.2;13.7;0.45;1;4.1;0.244;5.2;9.6;0.538;0.487;2.6;3.5;0.744;1.2;2.1;3.3;2.1;0.9;0;2.8;2.3;16
488;Landry Shamet;SG;24;PHO;40;7;20.2;2.4;6.5;0.372;1.6;4.5;0.35;0.9;2;0.42;0.492;1.1;1.3;0.843;0.2;1.8;2;1.6;0.5;0.1;0.6;1.2;7.5
489;Day'Ron Sharpe;PF;20;BRK;20;6;11.8;2.9;4.8;0.594;0.1;0.2;0.333;2.8;4.7;0.602;0.599;0.8;1.2;0.652;2.3;2.5;4.7;0.4;0.3;0.6;1;2.2;6.5
490;Pascal Siakam;PF;27;TOR;30;30;36.7;8;16.9;0.473;1.1;3.3;0.333;6.9;13.6;0.507;0.506;3.9;5.3;0.725;2;6.3;8.3;4.9;1.2;0.7;2.6;3.5;21
491;Chris Silva;PF;25;MIA;7;0;9;1.1;1.9;0.615;0;0;0;1.1;1.9;0.615;0.615;1.1;1.4;0.8;1.4;2.3;3.7;0.4;0;0;0.6;1.9;3.4
492;Marko Simonovic;C;22;CHI;9;0;3.9;0.4;1.7;0.267;0.1;0.6;0.2;0.3;1.1;0.3;0.3;0.9;1.2;0.727;0.6;0.6;1.1;0;0.1;0.1;0.2;0.7;1.9
493;Anfernee Simons;SG;22;POR;39;12;27.3;5.4;12.2;0.447;2.6;6.6;0.395;2.8;5.5;0.509;0.555;1.6;1.7;0.91;0.5;2.1;2.6;3.4;0.5;0.2;1.5;1.9;15.1
494;Jericho Sims;PF;23;NYK;14;0;6.4;0.4;0.6;0.75;0;0;0;0.4;0.6;0.75;0.75;0.2;0.3;0.75;0.6;1;1.6;0.1;0.1;0.4;0.1;0.4;1.1
495;Deividas Sirvydis;SG;21;DET;3;0;9;0.3;3.3;0.1;0.3;2.3;0.143;0;1;0;0.15;0;0;0;0;2;2;0.3;1;0.3;0;1.3;1
496;Javonte Smart;PG;22;MIL;13;1;12.3;0.8;3.3;0.256;0.3;1.4;0.222;0.5;1.9;0.28;0.302;0.4;0.5;0.833;0.3;1.2;1.5;1.1;0.3;0.2;0.7;0.8;2.4
497;Marcus Smart;PG;27;BOS;38;38;34.1;4;10.2;0.393;1.4;4.8;0.304;2.6;5.5;0.471;0.464;2.1;2.6;0.798;0.6;3.3;4;5.3;1.9;0.3;2;2.5;11.6
498;Dennis Smith Jr.;PG;24;POR;27;4;17.4;2.3;5.6;0.411;0.2;1;0.222;2.1;4.6;0.452;0.43;1.1;1.7;0.689;0.5;1.8;2.3;3.3;1.2;0.4;1.4;1.4;6
499;Ish Smith;PG;33;CHO;29;1;14.1;2;5.1;0.389;0.3;0.7;0.4;1.7;4.4;0.388;0.416;0.4;0.7;0.632;0.1;1.3;1.4;2.7;0.6;0.2;1.1;0.9;4.7
500;Jalen Smith;PF;21;PHO;22;4;13.9;2.4;5.1;0.46;0.3;1.4;0.233;2;3.8;0.542;0.491;1.5;1.9;0.829;2.2;3.3;5.5;0.2;0.2;0.6;0.8;1.7;6.6
501;Xavier Sneed;SF;24;MEM;2;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0.5;0.5;1;0;0;0;0;1;0
502;Tony Snell;SG;30;POR;32;7;13.2;0.8;2.3;0.356;0.6;1.8;0.321;0.3;0.5;0.471;0.479;0.1;0.1;1;0.3;1.4;1.7;0.5;0.2;0.1;0.3;1.1;2.3
503;Jaden Springer;SG;19;PHI;2;0;3;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0;0;0;0.5;0.5;1;0;0;1;0.5;0;1
504;Cassius Stanley;SG;22;DET;7;1;20.3;2.4;6;0.405;0.6;2.3;0.25;1.9;3.7;0.5;0.452;1.4;1.4;1;0.7;1.7;2.4;0.6;0.7;0.3;0.9;1.9;6.9
505;Nik Stauskas;SG;28;MIA;2;0;12;1.5;4;0.375;1;2;0.5;0.5;2;0.25;0.5;1.5;2;0.75;0.5;1;1.5;0.5;0;0;0;0.5;5.5
506;Lance Stephenson;SG;31;IND;10;0;19.2;3.5;8.2;0.427;0.9;3.2;0.281;2.6;5;0.52;0.482;0.9;1.1;0.818;0.3;2.2;2.5;3.9;0.8;0;1.7;2.3;8.8
507;Lamar Stevens;PF;24;CLE;30;8;15.2;2.2;4.7;0.464;0.4;1.3;0.342;1.7;3.4;0.51;0.511;0.5;0.7;0.636;0.7;1.6;2.4;0.7;0.4;0.2;0.5;1.5;5.2
508;Isaiah Stewart;C;20;DET;37;37;25.1;3.3;6.4;0.519;0.1;0.5;0.1;3.3;5.9;0.558;0.523;1;1.5;0.667;2.6;5.4;8;1.1;0.4;1.2;1.3;2.8;7.7
509;Max Strus;SF;25;MIA;35;8;23.8;4.1;8.9;0.455;2.7;6.5;0.412;1.4;2.4;0.571;0.606;0.9;1.1;0.775;0.4;3;3.4;1.3;0.3;0.2;0.7;1.5;11.7
510;Jalen Suggs;PG;20;ORL;26;23;27.7;4.4;12.2;0.364;1.1;4.5;0.25;3.3;7.7;0.43;0.41;2.8;3.7;0.753;0.7;3.1;3.8;3.9;1.2;0.4;3.4;2.8;12.8
511;Craig Sword;SG;28;WAS;3;0;6.3;1;1.3;0.75;0;0.3;0;1;1;1;0.75;0;0;0;0;0;0;0.3;1.3;0;0.3;2.3;2
512;Keifer Sykes;PG;28;IND;11;7;22.2;3;7.3;0.413;1.1;3.5;0.308;1.9;3.7;0.512;0.488;0.7;0.8;0.889;0.5;1.8;2.3;2.6;0.5;0.1;1.3;2.2;7.8
513;Jae'Sean Tate;SF;26;HOU;45;44;27.2;5;9.8;0.503;0.8;2.6;0.303;4.2;7.2;0.577;0.544;1.8;2.6;0.701;1.7;4;5.7;3.1;0.9;0.6;1.8;3.6;12.5
514;Jayson Tatum;SF;23;BOS;43;43;36.8;8.7;20.9;0.416;2.5;8.1;0.311;6.2;12.8;0.482;0.476;5.3;6.3;0.841;1.2;7.4;8.6;3.8;1;0.8;3;2.5;25.2
515;Terry Taylor;SG;22;IND;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0.5;0;0;0;0;0
516;Garrett Temple;SG;35;NOP;43;12;19.4;2;5.2;0.39;1.2;3.4;0.352;0.8;1.8;0.462;0.504;0.5;0.7;0.733;0.6;2.1;2.7;1.2;0.8;0.4;0.8;1.6;5.7
517;Emanuel Terry;PF;25;PHO;3;0;6;0;1.7;0;0;0;0;0;1.7;0;0;0;0;0;2.7;2.3;5;0.7;0.3;0;1.7;1.3;0
518;Tyrell Terry;PG;21;MEM;2;0;1.5;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0;0;0;0;0;0;0;0;0;0;0.5;1
519;Jon Teske;C;24;MEM;3;0;2.7;0;0.3;0;0;0;0;0;0.3;0;0;0;0.7;0;0;0.7;0.7;0.3;0.3;0;0;0.3;0
520;Daniel Theis;C;29;HOU;26;21;22.5;3.2;6.9;0.469;0.9;3;0.291;2.3;3.8;0.61;0.534;1;1.5;0.675;1.2;3.8;5;0.8;0.4;0.7;1.2;2.4;8.4
521;Brodric Thomas;SG;25;BOS;7;0;4;0.1;1.3;0.111;0;0.9;0;0.1;0.4;0.333;0.111;0.3;0.3;1;0.3;0.4;0.7;0.7;0;0;0.4;0.1;0.6
522;Cam Thomas;SG;20;BRK;34;1;17.4;3;7;0.43;0.6;2.6;0.233;2.4;4.3;0.551;0.475;0.8;1;0.788;0.2;2.2;2.4;1;0.5;0.1;0.8;0.8;7.4
523;Isaiah Thomas;PG;32;DAL;1;0;13;3;8;0.375;0;3;0;3;5;0.6;0.375;0;0;0;0;0;0;4;0;0;0;0;6
524;Matt Thomas;SG;27;CHI;21;0;12.1;1.7;3.9;0.432;1.1;2.5;0.434;0.6;1.3;0.429;0.574;0.3;0.5;0.7;0.1;1;1.1;0.6;0.3;0;0.2;0.5;4.8
525;Klay Thompson;SG;31;GSW;6;6;21.3;5.3;14.3;0.372;2.2;7.2;0.302;3.2;7.2;0.442;0.448;1.8;1.8;1;0.5;2.3;2.8;2;0.7;0.3;1.8;1.3;14.7
526;Tristan Thompson;PF;30;SAC;30;3;15.2;2.5;5;0.503;0;0;1;2.5;5;0.5;0.507;1.1;2;0.533;2.4;3;5.4;0.6;0.4;0.4;1;1.7;6.2
527;JT Thor;PF;19;CHO;11;0;10.4;0.8;2.5;0.333;0.3;1.5;0.176;0.5;0.9;0.6;0.389;0.6;0.9;0.7;0.5;1;1.5;0.6;0.4;0.5;0.4;1.3;2.5
528;Matisse Thybulle;SG;24;PHI;32;17;25.8;2.4;4.9;0.487;0.7;2.5;0.288;1.7;2.4;0.697;0.561;0.3;0.4;0.692;0.5;1.9;2.4;1.1;1.8;1.1;0.7;2.3;5.8
529;Killian Tillie;C;23;MEM;27;3;13.1;1.3;3.7;0.343;0.8;2.4;0.328;0.5;1.3;0.371;0.449;0.2;0.3;0.625;0.7;1.1;1.8;0.5;0.7;0.5;0.3;1.6;3.5
530;Xavier Tillman Sr.;PF;23;MEM;36;0;13.6;1.8;4.1;0.432;0.2;0.9;0.176;1.6;3.2;0.509;0.453;0.9;1.3;0.646;1.3;1.8;3.1;1.1;1.1;0.4;0.6;1.3;4.6
531;Isaiah Todd;PF;20;WAS;9;0;3.9;0.6;1.7;0.333;0.4;1.1;0.4;0.1;0.6;0.2;0.467;0.2;0.4;0.5;0.2;0.8;1;0.1;0.2;0.2;0.1;0.1;1.8
532;Obi Toppin;PF;23;NYK;41;2;15.9;2.9;5.5;0.524;0.3;1.6;0.2;2.6;3.9;0.656;0.553;1.4;1.8;0.77;1;2.7;3.6;1;0.3;0.5;0.8;1.4;7.5
533;Juan Toscano-Anderson;SF;28;GSW;44;4;15.7;1.8;3.8;0.491;0.4;1.4;0.279;1.5;2.4;0.615;0.542;0.7;1.1;0.592;0.5;2.4;2.9;2;0.8;0.3;1.1;1.7;4.7
534;Karl-Anthony Towns;C;26;MIN;38;38;34.6;8.7;16.7;0.519;2.2;5.4;0.408;6.5;11.3;0.572;0.585;4.7;5.9;0.807;2.8;6.4;9.2;3.7;1.1;1.2;3.4;3.8;24.3
535;Gary Trent Jr.;SG;23;TOR;34;33;33.9;6;14.4;0.419;2.7;7.3;0.369;3.3;7.1;0.471;0.513;1.5;1.8;0.836;0.4;2.4;2.8;2.1;1.9;0.4;0.9;2.2;16.3
536;P.J. Tucker;PF;36;MIA;40;39;28.3;3;6.2;0.492;1.4;3;0.454;1.7;3.2;0.528;0.602;0.7;1;0.692;1.6;4;5.5;2.1;0.8;0.3;1;2.2;8.1
537;Rayjon Tucker;SG;24;DEN;3;0;9.7;0.3;0.7;0.5;0.3;0.7;0.5;0;0;0;0.75;1;1.3;0.75;0.3;1;1.3;1.3;0.3;0;0;1;2
538;Myles Turner;C;25;IND;42;42;29.4;4.8;9.4;0.509;1.5;4.4;0.333;3.3;5;0.662;0.587;1.9;2.5;0.752;1.5;5.5;7.1;1;0.7;2.8;1.3;2.8;12.9
539;Jonas Valan?i?nas;C;29;NOP;42;42;31.6;7.1;13.5;0.526;1;2.5;0.417;6;11;0.55;0.564;3.2;4;0.819;3.4;8.6;12;2.4;0.5;0.9;2.4;3.2;18.4
540;Denzel Valentine;SG;28;UTA;2;0;9;1;2;0.5;0.5;1.5;0.333;0.5;0.5;1;0.625;0;0;0;0;2;2;0;0.5;0;1;1.5;2.5
541;Jarred Vanderbilt;PF;22;MIN;40;33;25.7;2.9;5;0.581;0.1;0.3;0.2;2.8;4.7;0.601;0.586;1;1.5;0.644;3.2;5.9;9.1;1.3;1.5;0.7;1.1;2.9;6.8
542;Fred VanVleet;PG;27;TOR;40;40;38.1;7.4;17.5;0.424;3.9;9.8;0.398;3.5;7.7;0.458;0.536;3.1;3.6;0.867;0.8;3.9;4.7;6.9;1.7;0.5;2.6;2.4;21.8
543;Devin Vassell;SF;21;SAS;38;6;25.2;4.3;9.8;0.441;1.7;4.9;0.346;2.6;4.9;0.538;0.528;0.8;1.1;0.756;0.6;3.6;4.2;1.3;1;0.7;0.8;2.1;11.2
544;Gabe Vincent;PG;25;MIA;37;13;22.3;3.2;7.4;0.44;1.7;4.5;0.386;1.5;2.9;0.523;0.557;0.7;0.9;0.765;0.4;1.5;1.9;3;0.9;0.3;1.5;2.2;8.9
545;Nikola Vu?evi?;C;31;CHI;37;37;33.2;6.9;15.7;0.438;1.6;5;0.326;5.2;10.7;0.49;0.49;1;1.4;0.731;1.9;9.2;11.1;3.5;1.1;1.2;1.5;2.2;16.4
546;Dean Wade;PF;25;CLE;31;16;18.6;1.7;4.1;0.429;0.8;2.5;0.329;0.9;1.5;0.596;0.532;0.3;0.4;0.769;0.7;2.4;3.2;1.1;0.5;0.1;0.4;1.5;4.6
547;Franz Wagner;SF;20;ORL;47;47;32.3;5.8;12.9;0.452;1.2;3.5;0.341;4.6;9.4;0.493;0.498;2.5;3;0.843;1.1;3.6;4.8;2.8;1;0.5;1.6;2.2;15.3
548;Moritz Wagner;C;24;ORL;37;0;12;2.5;5.1;0.484;1;2.8;0.356;1.5;2.3;0.64;0.582;1.3;1.6;0.787;0.5;1.9;2.4;0.9;0.2;0.3;0.7;1.9;7.3
549;Ish Wainright;PF;27;PHO;19;0;6.5;0.7;2.1;0.333;0.3;1.2;0.227;0.4;0.9;0.471;0.397;0.1;0.2;0.5;0.7;0.6;1.3;0.4;0.3;0.1;0.4;1.2;1.7
550;Kemba Walker;PG;31;NYK;26;26;27.1;4.6;11.2;0.412;2.4;6;0.4;2.2;5.2;0.426;0.519;1.8;2.3;0.814;0.4;3;3.4;3.6;0.8;0.2;1.4;1.2;13.5
551;Lonnie Walker IV;SG;23;SAS;42;6;22.7;4;10.5;0.385;1.5;4.9;0.295;2.6;5.6;0.464;0.454;1.6;1.9;0.825;0.2;2.5;2.7;2.3;0.6;0.3;1;1.4;11.1
552;M.J. Walker;SG;23;PHO;2;0;4;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0.5;0.5;0.5;1;0;0;0.5;0
553;Derrick Walton;PG;26;DET;3;3;36;2;8.7;0.231;1;4.3;0.231;1;4.3;0.231;0.288;1.3;1.3;1;0.7;2.7;3.3;7;2.3;1.3;3.7;2.7;6.3
554;Brad Wanamaker;PG;32;WAS;1;1;27;2;5;0.4;0;0;0;2;5;0.4;0.4;3;3;1;0;4;4;7;2;0;0;3;7
555;Duane Washington Jr.;PG;21;IND;14;7;19.5;2.8;7.9;0.355;1.2;3.8;0.321;1.6;4.1;0.386;0.432;1;1.4;0.737;0.1;1.4;1.5;1.7;0.5;0.1;1.1;1;7.8
556;P.J. Washington;PF;23;CHO;29;3;24.3;3.4;7.8;0.442;1.8;4.6;0.402;1.6;3.2;0.5;0.56;1.1;1.6;0.711;1.4;4;5.4;2.1;0.7;1.1;1.4;2.5;9.8
557;Yuta Watanabe;SF;27;TOR;18;4;17.8;2.1;5.5;0.384;1.1;3.1;0.345;1.1;2.4;0.432;0.48;0.8;1.3;0.583;0.7;2.8;3.6;0.8;0.4;0.6;0.7;1.4;6.1
558;Tremont Waters;PG;24;WAS;1;0;8;1;2;0.5;0;0;0;1;2;0.5;0.5;0;0;0;0;0;0;0;1;0;0;2;2
559;Trendon Watford;SF;21;POR;19;0;9.2;1.2;2.5;0.489;0;0.2;0;1.2;2.3;0.535;0.489;0.8;1.2;0.652;0.6;1.6;2.3;0.6;0.2;0.5;0.7;0.9;3.2
560;Paul Watson;SF;27;OKC;9;3;17.3;1.3;3.9;0.343;0.7;2.9;0.231;0.7;1;0.667;0.429;0.1;0.2;0.5;0.3;2.7;3;0.9;0.3;0.3;0.4;1.1;3.4
561;Quinndary Weatherspoon;SG;25;GSW;3;0;5.3;1.3;1.3;1;0;0;0;1.3;1.3;1;1;0;0;0;0;0.3;0.3;0;0.3;0.3;0.3;1.7;2.7
562;Russell Westbrook;PG;33;LAL;46;46;34.9;7;16.2;0.433;1;3.5;0.302;6;12.7;0.469;0.466;3.5;5.2;0.671;1.4;6.6;8;7.8;1.1;0.3;4.2;3.1;18.5
563;Coby White;PG;21;CHI;26;10;26.7;4.5;10.2;0.447;2;5.4;0.371;2.5;4.8;0.532;0.545;1.4;1.7;0.818;0.2;2.5;2.7;2.5;0.6;0.2;1.2;2.2;12.5
564;Derrick White;SG;27;SAS;41;40;30.4;5;11.9;0.422;1.6;5.2;0.299;3.5;6.7;0.518;0.488;2.9;3.4;0.857;0.5;3;3.5;5.5;1.1;1;1.7;2.3;14.5
565;Hassan Whiteside;C;32;UTA;36;3;16.4;3.3;5.2;0.626;0;0;0;3.3;5.2;0.626;0.626;1.7;2.5;0.685;2.3;4.6;6.8;0.3;0.3;1.3;0.9;2.9;8.2
566;Joe Wieskamp;SG;22;SAS;13;0;5.9;0.8;1.8;0.478;0.5;1.3;0.412;0.3;0.5;0.667;0.63;0.2;0.5;0.429;0.2;0.4;0.5;0.3;0.2;0.2;0;0.4;2.5
567;Aaron Wiggins;SG;23;OKC;27;15;21.8;2.7;5.7;0.484;0.8;2.5;0.313;2;3.2;0.616;0.552;1.1;1.6;0.69;0.9;2.6;3.5;1.1;0.8;0.2;0.9;2;7.3
568;Andrew Wiggins;SF;26;GSW;42;42;31.5;6.8;14.1;0.486;2.2;5.4;0.413;4.6;8.7;0.53;0.564;2.4;3.5;0.671;1.1;3.1;4.2;2;0.9;0.6;1.6;1.8;18.3
569;Lindell Wigginton;PG;23;MIL;1;0;5;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;2
570;Brandon Williams;PG;22;POR;2;0;6;1;1.5;0.667;0;0;0;1;1.5;0.667;0.667;2;3.5;0.571;0;1;1;1;0;0;0;0;4
571;Grant Williams;PF;23;BOS;42;13;22.8;2.4;5;0.483;1.5;3.4;0.424;1;1.5;0.615;0.629;0.9;1;0.884;0.7;2.5;3.2;1;0.5;0.6;0.8;2.1;7.2
572;Kenrich Williams;SF;27;OKC;37;0;20.5;2.8;6.1;0.46;0.8;2.2;0.388;1.9;3.9;0.5;0.529;0.6;1.1;0.537;1.4;2.6;4.1;1.9;0.9;0.1;0.8;1.7;7
573;Lou Williams;PG;35;ATL;31;0;14.4;2.4;6.3;0.376;0.7;2.2;0.309;1.7;4.1;0.413;0.43;1.3;1.5;0.87;0.3;1.2;1.5;1.6;0.5;0.1;0.8;1;6.7
574;Patrick Williams;PF;20;CHI;5;5;25;2.6;4.6;0.565;0.6;1.2;0.5;2;3.4;0.588;0.63;0.8;0.8;1;0.2;2;2.2;0.6;0.6;0.4;0.4;1.8;6.6
575;Robert Williams;C;24;BOS;36;36;29.5;4.3;5.9;0.739;0;0;0;4.3;5.9;0.739;0.739;1.2;1.7;0.689;3.9;5.4;9.3;1.8;0.8;2.1;1.3;2.1;9.8
576;Ziaire Williams;SF;20;MEM;29;8;20.1;2.5;6.1;0.404;1;3.7;0.274;1.5;2.5;0.597;0.486;0.5;0.6;0.833;0.2;1.3;1.6;0.8;0.5;0.2;0.6;1.8;6.5
577;D.J. Wilson;PF;25;TOR;3;1;16;2.7;3.7;0.727;0;0.7;0;2.7;3;0.889;0.727;2.7;3.3;0.8;0.3;4.3;4.7;1.3;1.7;0.3;0.7;1.7;8
578;Dylan Windler;SF;25;CLE;30;0;10.7;1.1;2.4;0.451;0.7;1.7;0.412;0.4;0.7;0.55;0.599;0.2;0.3;0.875;0.4;1.5;1.9;0.8;0.3;0.1;0.3;1;3.1
579;Justise Winslow;SF;25;LAC;32;1;11.4;1.6;3.5;0.451;0.2;0.8;0.208;1.4;2.8;0.517;0.473;0.4;0.8;0.52;0.6;2.5;3.1;1.2;0.5;0.4;0.9;1.1;3.8
580;Cassius Winston;PG;23;WAS;2;0;3.5;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0.5;0;1
581;Christian Wood;C;26;HOU;44;43;30.8;6.4;13.4;0.481;1.8;4.8;0.365;4.7;8.6;0.546;0.547;2.9;4.6;0.623;1.7;8.6;10.3;2.2;0.8;0.9;1.8;2.4;17.5
582;Robert Woodard II;SF;22;SAC;8;0;1.9;0.1;0.5;0.25;0.1;0.1;1;0;0.4;0;0.375;0.3;0.3;1;0;0.3;0.3;0;0;0;0.1;0.3;0.6
583;Delon Wright;SG;29;ATL;40;4;17.8;1.6;3.4;0.456;0.6;1.4;0.444;1;2.1;0.463;0.544;0.7;0.9;0.824;0.7;2.1;2.8;2.5;0.9;0.2;0.7;0.7;4.4
584;McKinley Wright IV;PG;23;MIN;2;0;3.5;1;1.5;0.667;0.5;1;0.5;0.5;0.5;1;0.833;0;0;0;0;0;0;0;0;0;0.5;0.5;2.5
585;Moses Wright;PF;23;LAC;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
586;Thaddeus Young;PF;33;SAS;24;0;13.9;2.7;4.8;0.56;0;0.1;0;2.7;4.7;0.575;0.56;0.4;0.8;0.45;1.4;2;3.4;2.3;0.8;0.3;1.1;1.4;5.8
587;Trae Young;PG;23;ATL;41;41;34.8;9.3;20.5;0.455;2.8;7.5;0.372;6.5;13;0.503;0.523;6.5;7.2;0.901;0.7;3.3;4;9.4;1;0.1;4.2;1.6;27.9
588;Omer Yurtseven;C;23;MIA;36;10;15.1;2.7;5.2;0.521;0;0.2;0.143;2.7;5;0.536;0.524;0.9;1.4;0.64;1.8;4.6;6.4;1.1;0.4;0.5;0.9;1.8;6.4
589;Cody Zeller;C;29;POR;27;0;13.1;1.9;3.3;0.567;0;0.1;0;1.9;3.2;0.593;0.567;1.4;1.8;0.776;1.9;2.8;4.6;0.8;0.3;0.2;0.7;2.1;5.2
590;Ivica Zubac;C;24;LAC;43;43;24.6;3.8;5.7;0.675;0;0;0;3.8;5.7;0.675;0.675;2.1;2.8;0.754;2.8;5.3;8.1;1.2;0.5;1;1.3;2.5;9.8
